Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,01-Mar,CPA,Mis,Dis,Rec,PrgR,season
Yohan Cabaye,fr FRA,MF,Crystal Palace,31,1986,26.4,1769,38,331,1005,447,31,1769,22,9,40.9,13,59.1,922,3427,1562,13,25,1,37,29,1028,37,17/18
Gary Cahill,eng ENG,DF,Chelsea,31,1985,23.2,1585,142,773,751,68,13,1585,4,4,100,0,0,931,5001,2766,17,15,1,8,3,1033,8,17/18
Dominic Calvert-Lewin,eng ENG,FW,Everton,20,1997,20.9,763,22,65,303,408,77,763,43,21,48.8,22,51.2,397,2569,993,42,30,16,70,40,599,125,17/18
Geoff Cameron,us USA,DFMF,Stoke City,32,1985,16.9,777,94,283,431,77,9,777,22,14,63.6,8,36.4,354,1989,915,9,6,1,18,11,345,15,17/18
Tyrese Campbell,eng ENG,FW,Stoke City,17,1999,0.9,31,1,2,9,20,4,31,0,0,,0,,15,41,17,1,0,1,3,3,19,4,17/18
Emre Can,de GER,MF,Liverpool,23,1994,23.2,1821,52,343,1177,328,32,1821,32,24,75,8,25,1084,7084,4252,84,56,9,30,15,1266,48,17/18
Étienne Capoue,fr FRA,MF,Watford,29,1988,17.1,1078,57,180,771,134,6,1078,23,13,56.5,10,43.5,611,2428,968,8,17,1,8,18,644,22,17/18
Michael Carrick,eng ENG,MF,Manchester Utd,36,1981,1.2,108,6,22,77,10,1,108,2,2,100,0,0,65,211,125,0,0,0,0,2,82,1,17/18
André Carrillo,pe PER,FWMF,Watford,26,1991,17.1,958,16,148,455,374,51,958,82,59,72,23,28,674,4218,2107,71,52,21,51,42,718,97,17/18
Guido Carrillo,ar ARG,FW,Southampton,26,1991,5,169,5,9,87,75,25,169,4,3,75,1,25,67,235,71,3,4,1,12,2,119,32,17/18
Andy Carroll,eng ENG,FW,West Ham,28,1989,8.3,351,18,27,167,160,39,351,13,9,69.2,4,30.8,149,754,161,6,7,2,21,10,263,42,17/18
Tom Carroll,eng ENG,MF,Swansea City,25,1992,28.6,1799,38,251,1068,495,20,1799,19,14,73.7,5,26.3,920,4587,2313,54,36,5,37,21,1253,57,17/18
Craig Cathcart,nir NIR,DF,Watford,28,1989,5.8,245,38,127,117,4,3,245,2,1,50,1,50,124,523,279,2,0,0,0,0,125,0,17/18
Petr Čech,cz CZE,GK,Arsenal,35,1982,33.8,1128,984,1123,5,0,0,1128,3,2,66.7,1,33.3,514,2918,2025,0,0,0,1,0,437,0,17/18
Nacer Chadli,be BEL,FWMF,West Brom,27,1989,2.9,96,3,13,39,45,6,96,1,1,100,0,0,59,281,139,4,4,2,4,4,61,8,17/18
Nathaniel Chalobah,eng ENG,MF,Watford,22,1994,5,236,11,44,145,54,11,236,12,7,58.3,5,41.7,139,700,343,7,7,2,5,4,142,14,17/18
Calum Chambers,eng ENG,DF,Arsenal,22,1995,9.6,759,70,314,377,74,14,759,10,7,70,3,30,456,2129,1147,11,11,0,9,6,479,20,17/18
Ben Chilwell,eng ENG,DF,Leicester City,20,1996,20.6,1472,61,358,697,445,18,1472,52,31,59.6,21,40.4,670,5186,2937,85,55,6,41,18,839,121,17/18
Hamza Choudhury,eng ENG,MFDF,Leicester City,19,1997,4.2,213,9,58,140,18,0,213,1,0,0,1,100,120,590,239,2,4,0,4,2,122,1,17/18
Andreas Christensen,dk DEN,DF,Chelsea,21,1996,23.2,1589,150,768,790,41,22,1589,5,5,100,0,0,982,4823,2811,22,12,1,9,1,1073,2,17/18
Lee Chung-yong,kr KOR,FWMF,Crystal Palace,29,1988,1.5,91,0,8,42,42,3,91,2,2,100,0,0,61,351,75,4,3,1,4,3,66,16,17/18
Ciaran Clark,ie IRL,DF,Newcastle Utd,27,1989,19.4,952,152,550,355,50,24,952,5,4,80,1,20,449,2177,1236,12,7,1,7,2,465,3,17/18
Tom Cleverley,eng ENG,MF,Watford,27,1989,21.1,1391,21,192,817,399,15,1390,8,5,62.5,3,37.5,725,3030,1522,31,29,1,20,16,860,66,17/18
Sam Clucas,eng ENG,MF,Swansea City,26,1990,22.7,1051,38,228,575,262,30,1051,9,5,55.6,4,44.4,531,2888,1326,24,20,0,23,22,647,68,17/18
Nathaniel Clyne,eng ENG,DFFW,Liverpool,26,1991,1.9,159,2,23,75,61,5,159,2,0,0,2,100,67,289,111,5,1,0,4,2,90,29,17/18
Séamus Coleman,ie IRL,DF,Everton,28,1988,11.5,635,50,198,260,187,15,635,36,25,69.4,11,30.6,280,2136,1098,34,24,3,15,14,318,44,17/18
James Collins,wls WAL,DF,West Ham,33,1983,11.7,567,99,287,260,21,12,567,1,1,100,0,0,205,1064,639,5,1,0,2,0,254,1,17/18
Lewis Cook,eng ENG,MF,Bournemouth,20,1997,24.9,1521,52,334,974,243,11,1521,67,50,74.6,17,25.4,880,5378,2893,52,41,4,37,39,985,30,17/18
Steve Cook,eng ENG,DF,Bournemouth,26,1991,30.7,1831,261,1100,620,119,39,1831,2,1,50,1,50,704,4154,2241,15,6,1,15,7,883,9,17/18
Francis Coquelin,fr FRA,MFDF,Arsenal,26,1991,1.9,107,4,27,66,15,0,107,1,1,100,0,0,67,286,130,1,0,0,1,2,79,1,17/18
Jack Cork,eng ENG,MF,Burnley,28,1989,38,1959,91,394,1281,315,21,1959,42,31,73.8,11,26.2,966,4955,1898,39,40,2,67,44,1159,41,17/18
Thibaut Courtois,be BEL,GK,Chelsea,25,1992,35,1250,1140,1246,4,0,0,1250,0,0,,0,,635,4072,2260,0,0,0,1,0,615,0,17/18
Philippe Coutinho,br BRA,MFFW,Liverpool,25,1992,12.3,902,3,49,428,436,34,902,60,39,65,21,35,629,4482,2464,69,55,16,19,26,708,94,17/18
Martin Cranie,eng ENG,DF,Huddersfield,30,1986,2,111,11,68,42,2,1,111,1,1,100,0,0,53,246,120,0,1,0,2,0,66,0,17/18
Aaron Cresswell,eng ENG,DF,West Ham,27,1989,34.1,2035,120,572,982,497,15,2035,14,5,35.7,9,64.3,870,4032,1959,35,48,1,26,20,1076,62,17/18
Peter Crouch,eng ENG,FW,Stoke City,36,1981,17.4,771,32,65,388,320,82,771,8,6,75,2,25,294,931,302,9,9,0,36,22,631,85,17/18
Josh Cullen,ie IRL,MF,West Ham,21,1996,0.1,6,0,2,1,3,0,6,0,0,,0,,1,11,0,0,0,0,0,0,2,0,17/18
Charlie Daniels,eng ENG,DFMF,Bournemouth,30,1986,33.4,2337,120,746,960,654,29,2337,23,13,56.5,10,43.5,1061,6375,3712,104,72,5,38,16,1314,165,17/18
Danilo,br BRA,DF,Manchester City,26,1991,15,1422,32,283,799,345,29,1422,13,8,61.5,5,38.5,834,3547,2087,40,35,6,14,4,1038,74,17/18
Scott Dann,eng ENG,DF,Crystal Palace,30,1987,15.9,756,98,379,324,56,33,756,7,7,100,0,0,367,1716,896,7,4,0,4,2,391,3,17/18
Karl Darlow,eng ENG,GK,Newcastle Utd,26,1990,10,366,303,363,3,0,0,366,0,0,,0,,166,1105,816,0,0,0,0,0,123,0,17/18
Matteo Darmian,it ITA,DF,Manchester Utd,27,1989,4.9,311,24,89,168,55,2,311,2,1,50,1,50,129,456,246,7,0,1,3,2,167,10,17/18
Ben Davies,wls WAL,DF,Tottenham,24,1993,25.8,1976,72,402,928,655,37,1976,21,15,71.4,6,28.6,859,4422,2674,73,52,8,26,16,1176,178,17/18
Tom Davies,eng ENG,MF,Everton,19,1998,21.1,924,24,158,443,332,26,924,37,26,70.3,11,29.7,559,2987,1227,36,22,6,51,39,631,70,17/18
Steven Davis,nir NIR,MF,Southampton,32,1985,16.9,1232,37,165,790,292,15,1232,15,9,60,6,40,719,3186,1574,23,25,2,17,16,838,56,17/18
Craig Dawson,eng ENG,DF,West Brom,27,1990,27.9,1443,164,632,603,213,49,1443,13,8,61.5,5,38.5,575,2846,1578,18,18,3,10,8,638,20,17/18
Kevin De Bruyne,be BEL,MF,Manchester City,26,1991,34.1,3348,20,246,1565,1582,83,3348,87,63,72.4,23,26.4,2150,12041,7119,183,174,30,64,60,2615,259,17/18
Troy Deeney,eng ENG,FW,Watford,29,1988,20.5,710,21,45,315,353,88,705,8,4,50,4,50,320,1025,320,3,10,1,23,28,520,126,17/18
Jermain Defoe,eng ENG,FW,Bournemouth,34,1982,12.1,230,1,9,84,138,57,230,13,3,23.1,10,76.9,157,728,239,9,2,9,22,16,163,59,17/18
Steven Defour,be BEL,MF,Burnley,29,1988,22.2,1256,40,247,829,195,6,1256,16,13,81.3,3,18.8,664,3651,1981,38,29,2,23,7,766,30,17/18
Damien Delaney,ie IRL,DF,Crystal Palace,36,1981,1.1,57,12,42,15,1,0,57,1,1,100,0,0,33,104,25,0,0,0,1,0,28,0,17/18
Fabian Delph,eng ENG,DF,Manchester City,27,1989,19.3,1972,35,408,1132,451,3,1972,32,30,93.8,2,6.3,1280,5627,2974,53,54,1,20,10,1415,63,17/18
Mousa Dembélé,be BEL,MF,Tottenham,30,1987,20.9,1600,26,207,1156,265,3,1600,81,68,84,13,16,1011,6562,3863,66,59,1,25,34,1187,26,17/18
Laurent Depoitre,be BEL,FW,Huddersfield,28,1988,20.2,710,36,79,378,262,57,710,26,12,46.2,14,53.8,319,1354,471,11,14,3,61,39,491,89,17/18
Mike van der Hoorn,nl NED,DF,Swansea City,24,1992,21.6,1132,167,611,468,60,19,1132,13,9,69.2,4,30.8,538,2895,1716,8,8,1,7,5,668,5,17/18
Gerard Deulofeu,es ESP,FWMF,Watford,23,1994,4.8,215,5,20,80,123,25,215,27,17,63,10,37,152,1047,548,23,14,11,16,7,147,32,17/18
Fousseni Diabaté,ml MLI,MFFW,Leicester City,21,1995,6.5,330,4,53,122,165,13,330,34,16,47.1,17,50,213,1542,792,26,21,7,18,17,245,56,17/18
Mohamed Diamé,sn SEN,MF,Newcastle Utd,30,1987,22.7,1121,43,254,711,173,21,1121,42,25,59.5,17,40.5,599,2806,1365,25,28,1,27,41,623,22,17/18
Brahim Díaz,es ESP,FWDF,Manchester City,17,1999,0.6,47,0,6,11,31,9,47,1,1,100,0,0,35,172,83,3,0,3,4,2,35,15,17/18
Eric Dier,eng ENG,MFDF,Tottenham,23,1994,31.4,2577,133,731,1583,277,36,2577,15,13,86.7,2,13.3,1316,6079,3263,35,27,0,11,17,1875,29,17/18
Abdoulaye Doucouré,ml MLI,MF,Watford,24,1993,36.9,2655,95,502,1608,585,66,2655,53,41,77.4,12,22.6,1604,7524,3931,73,62,7,55,46,1692,79,17/18
Aleksandar Dragović,at AUT,DF,Leicester City,26,1991,8.5,456,48,233,208,17,2,456,1,1,100,0,0,211,1231,825,4,1,0,1,2,234,1,17/18
Danny Drinkwater,eng ENG,MF,Chelsea,27,1990,5.9,446,10,79,281,88,7,446,4,3,75,1,25,256,1088,368,3,5,0,3,2,338,28,17/18
Martin Dúbravka,sk SVK,GK,Newcastle Utd,28,1989,12,370,291,367,4,0,0,370,0,0,,0,,172,1184,742,0,1,1,0,0,128,0,17/18
Shane Duffy,ie IRL,DF,Brighton,25,1992,36.6,1914,395,1257,572,93,65,1914,7,6,85.7,1,14.3,749,3575,1943,8,5,0,15,2,939,10,17/18
Paul Dummett,wls WAL,DF,Newcastle Utd,25,1991,17.8,986,106,394,444,150,4,986,0,0,,0,,313,1009,534,8,7,0,4,2,410,17,17/18
Lewis Dunk,eng ENG,DF,Brighton,25,1991,38,2038,307,1207,763,93,43,2038,13,10,76.9,3,23.1,937,5753,3347,25,15,2,21,8,1028,5,17/18
Nathan Dyer,eng ENG,MFFW,Swansea City,29,1987,14.5,702,3,83,326,305,29,702,48,23,47.9,25,52.1,431,3203,1478,53,41,7,40,29,530,119,17/18
Ederson,br BRA,GK,Manchester City,23,1993,35.5,1156,961,1144,14,0,0,1156,1,1,100,0,0,641,3008,1941,0,0,0,3,1,624,0,17/18
Tom Edwards,eng ENG,DFMF,Stoke City,18,1999,5.3,267,19,109,123,38,1,267,3,3,100,0,0,139,709,340,8,10,1,6,0,132,4,17/18
Rob Elliot,ie IRL,GK,Newcastle Utd,31,1986,16,574,471,569,6,0,0,574,0,0,,0,,220,1630,1284,0,0,0,0,0,178,0,17/18
Mohamed Elneny,eg EGY,MF,Arsenal,25,1992,9.6,923,33,149,581,197,12,923,4,3,75,1,25,677,2857,1430,13,20,1,7,8,736,21,17/18
Christian Eriksen,dk DEN,MFFW,Tottenham,25,1992,35.8,2863,19,189,1472,1225,93,2863,53,29,54.7,24,45.3,1604,8387,3836,83,103,11,75,72,2081,237,17/18
Jonny Evans,nir NIR,DF,West Brom,29,1988,25.2,1241,156,696,504,47,19,1241,10,10,100,0,0,613,3504,2043,21,10,1,10,6,599,9,17/18
Patrice Evra,fr FRA,DFMF,West Ham,36,1981,2.5,144,8,48,75,21,0,144,3,3,100,0,0,60,281,134,4,4,0,0,5,72,4,17/18
Łukasz Fabiański,pl POL,GK,Swansea City,32,1985,38,1345,1213,1343,2,0,0,1345,0,0,,0,,590,4010,2601,0,1,1,0,0,475,0,17/18
Cesc Fàbregas,es ESP,MF,Chelsea,30,1987,25.6,2553,51,401,1288,887,66,2553,24,18,75,6,25,1481,5986,3227,55,53,6,21,24,1854,135,17/18
Marouane Fellaini,be BEL,MF,Manchester Utd,29,1987,7.6,488,29,97,314,81,19,488,7,5,71.4,2,28.6,262,1019,382,5,7,0,13,13,351,11,17/18
Kiko Femenía,es ESP,DFFW,Watford,26,1991,19,1170,38,290,528,363,22,1170,32,25,78.1,7,21.9,659,3170,1722,54,38,9,24,13,701,103,17/18
Leroy Fer,nl NED,MF,Swansea City,27,1990,15.5,790,31,152,494,157,13,790,32,26,81.3,6,18.8,367,2237,1045,22,21,3,28,20,540,23,17/18
Edimilson Fernandes,ch SUI,MFDF,West Ham,21,1996,9.4,383,7,80,235,76,10,383,13,10,76.9,3,23.1,216,1208,500,12,6,0,19,6,233,28,17/18
Federico Fernández,ar ARG,DF,Swansea City,28,1989,29.7,1557,247,921,602,46,23,1557,4,1,25,3,75,665,3638,2321,5,2,0,6,4,866,8,17/18
Fernandinho,br BRA,MF,Manchester City,32,1985,32,3319,89,580,2219,537,42,3319,25,22,88,3,12,2088,10091,6419,80,78,5,35,20,2567,38,17/18
Sam Field,eng ENG,MF,West Brom,19,1998,6,240,7,55,118,70,8,240,5,3,60,2,40,119,540,219,4,2,1,9,11,130,14,17/18
Roberto Firmino,br BRA,FW,Liverpool,25,1991,30.7,1576,11,71,696,829,183,1575,73,49,67.1,24,32.9,936,5044,2271,91,55,40,80,71,1203,305,17/18
Darren Fletcher,sct SCO,MF,Stoke City,33,1984,24.7,1284,55,250,865,187,6,1284,22,15,68.2,7,31.8,728,3242,1217,16,15,1,24,18,796,20,17/18
Phil Foden,eng ENG,MFFW,Manchester City,17,2000,0.5,53,1,4,21,28,4,53,3,3,100,0,0,26,185,73,6,2,2,2,0,43,3,17/18
José Fonte,pt POR,DF,West Ham,33,1983,7.6,445,46,160,257,31,10,445,1,1,100,0,0,214,1237,718,10,9,0,3,1,260,3,17/18
Fraser Forster,eng ENG,GK,Southampton,29,1988,20,570,496,568,2,0,0,570,0,0,,0,,250,1628,1191,0,1,1,4,0,184,0,17/18
Ben Foster,eng ENG,GK,West Brom,34,1983,37,1225,982,1198,28,0,0,1225,2,2,100,0,0,517,4336,3082,0,0,0,3,0,365,0,17/18
Timothy Fosu-Mensah,nl NED,DF,Crystal Palace,19,1998,17.7,937,71,343,467,137,6,937,18,11,61.1,7,38.9,450,2100,1166,25,10,3,14,6,458,31,17/18
Simon Francis,eng ENG,DF,Bournemouth,32,1985,30.1,2230,213,991,938,315,34,2230,17,11,64.7,6,35.3,964,4854,2427,33,29,3,10,10,1215,90,17/18
Ryan Fraser,sct SCO,MFDF,Bournemouth,23,1994,22.3,1194,32,205,433,568,61,1194,23,10,43.5,13,56.5,672,4110,2022,74,34,22,36,18,822,168,17/18
Christian Fuchs,at AUT,DF,Leicester City,31,1986,21.3,1466,93,431,702,346,4,1466,15,9,60,6,40,611,2931,1590,28,32,0,9,10,716,56,17/18
Jay Fulton,sct SCO,MF,Swansea City,23,1994,0.2,10,1,2,6,2,0,10,0,0,,0,,3,13,0,0,0,0,1,0,3,0,17/18
Ramiro Funes Mori,ar ARG,DF,Everton,26,1991,1.3,75,8,43,30,3,1,75,0,0,,0,,37,211,114,2,2,0,0,1,35,1,17/18
Manolo Gabbiadini,it ITA,FW,Southampton,25,1991,12,296,7,24,140,137,31,295,12,6,50,5,41.7,162,661,260,12,4,4,13,7,209,58,17/18
Jesús Gámez,es ESP,DF,Newcastle Utd,32,1985,1.1,78,6,25,27,26,1,78,1,1,100,0,0,40,170,112,2,3,1,1,0,43,3,17/18
Idrissa Gana Gueye,sn SEN,MF,Everton,27,1989,30.6,1961,59,443,1220,320,11,1961,27,18,66.7,9,33.3,1009,5042,2344,26,28,2,42,32,1168,27,17/18
Dwight Gayle,eng ENG,FW,Newcastle Utd,26,1990,21.8,636,21,36,298,307,86,636,18,9,50,9,50,346,1431,649,23,18,9,54,24,476,115,17/18
Paulo Gazzaniga,ar ARG,GK,Tottenham,25,1992,1,28,23,28,0,0,0,28,0,0,,0,,9,25,17,0,0,0,0,0,11,0,17/18
David de Gea,es ESP,GK,Manchester Utd,26,1990,37,1158,1048,1156,2,0,0,1158,1,1,100,0,0,450,3332,2520,0,0,0,0,0,427,0,17/18
Kieran Gibbs,eng ENG,DF,West Brom,27,1989,31.4,1676,106,530,710,447,25,1676,37,24,64.9,13,35.1,716,4326,2276,59,49,3,21,18,769,89,17/18
Olivier Giroud,fr FRA,FW,Arsenal,30,1986,4.3,185,5,18,64,104,37,185,1,1,100,0,0,85,204,77,3,0,0,13,5,150,39,17/18
Olivier Giroud,fr FRA,FW,Chelsea,30,1986,6.8,320,6,24,111,188,62,320,7,2,28.6,5,71.4,157,470,176,7,6,4,23,9,251,61,17/18
Connor Goldson,eng ENG,DF,Brighton,24,1992,2.2,107,13,55,48,4,3,107,0,0,,0,,49,253,169,1,0,0,0,0,52,0,17/18
Heurelho Gomes,br BRA,GK,Watford,36,1981,23.6,814,669,803,11,0,0,814,0,0,,0,,385,2300,1531,0,0,0,2,0,244,0,17/18
Joe Gomez,eng ENG,DF,Liverpool,20,1997,21.1,1808,54,422,1085,314,8,1808,26,23,88.5,3,11.5,829,4322,2611,54,36,2,16,13,1083,65,17/18
Dan Gosling,eng ENG,MF,Bournemouth,27,1990,21.6,1313,61,300,805,216,24,1313,24,18,75,6,25,578,2602,1164,18,18,4,34,31,761,25,17/18
Lee Grant,eng ENG,GK,Stoke City,34,1983,3,97,75,96,1,0,0,97,0,0,,0,,51,276,173,0,0,0,0,0,31,0,17/18
Andre Gray,jm JAM,FW,Watford,26,1991,16.6,462,4,14,186,263,76,462,11,2,18.2,9,81.8,300,1201,431,18,8,10,49,23,371,133,17/18
Demarai Gray,eng ENG,MFFW,Leicester City,21,1996,18.9,862,13,95,390,396,57,862,63,38,60.3,25,39.7,540,4403,2223,80,49,29,38,29,607,126,17/18
Pascal Groß,de GER,FWMF,Brighton,26,1991,32.5,1709,23,201,729,794,57,1708,15,11,73.3,4,26.7,892,4221,1808,54,50,9,64,38,1145,241,17/18
Marko Grujić,rs SRB,MFDF,Liverpool,21,1996,0.2,15,0,1,14,2,0,15,0,0,,0,,7,50,33,0,0,0,0,1,9,0,17/18
İlkay Gündoğan,de GER,MF,Manchester City,26,1990,16.9,1577,24,170,980,443,50,1576,35,26,74.3,9,25.7,1019,5020,2693,61,62,11,34,20,1324,83,17/18
Florent Hadergjonaj,xk KVX,DFMF,Huddersfield,23,1994,18.6,1084,57,262,454,382,15,1084,28,16,57.1,12,42.9,467,2798,1491,40,32,2,11,5,578,111,17/18
Massadio Haïdara,ml MLI,FW,Newcastle Utd,24,1992,0,2,0,0,2,0,0,2,0,0,,0,,2,16,7,0,0,0,0,0,2,0,17/18
Ben Hamer,eng ENG,GK,Leicester City,29,1987,3.1,94,78,93,1,0,0,94,0,0,,0,,41,284,198,0,0,0,0,0,34,0,17/18
Rekeem Harper,eng ENG,MF,West Brom,17,2000,0.2,7,0,1,4,3,0,7,1,0,0,1,100,4,18,6,0,1,0,1,0,3,0,17/18
Joe Hart,eng ENG,GK,West Ham,30,1987,19,645,518,632,13,0,0,645,1,1,100,0,0,264,2087,1502,0,0,0,0,0,201,0,17/18
Isaac Hayden,eng ENG,MF,Newcastle Utd,22,1995,15.3,731,49,182,413,142,18,731,13,6,46.2,7,53.8,307,1220,472,17,6,6,10,23,370,23,17/18
Eden Hazard,be BEL,FWMF,Chelsea,26,1991,26.9,1702,1,76,631,1042,162,1700,200,165,82.5,35,17.5,1300,10444,5375,201,121,70,65,77,1471,302,17/18
Tom Heaton,eng ENG,GK,Burnley,31,1986,3.4,126,94,116,10,0,0,126,0,0,,0,,40,327,242,0,0,0,0,0,31,0,17/18
Michael Hefele,de GER,DF,Huddersfield,26,1990,0.4,16,3,9,7,0,0,16,0,0,,0,,7,72,54,1,1,0,0,0,5,0,17/18
Ahmed Hegazi,eg EGY,DF,West Brom,26,1991,37.6,1700,347,1044,585,83,36,1700,29,22,75.9,7,24.1,750,4084,2241,9,8,2,13,8,717,8,17/18
Tomer Hemed,il ISR,FW,Brighton,30,1987,9.4,331,11,33,177,124,25,331,17,7,41.2,10,58.8,157,668,165,6,5,3,18,16,246,51,17/18
Jordan Henderson,eng ENG,MF,Liverpool,27,1990,24.1,2288,34,329,1626,351,17,2288,15,8,53.3,7,46.7,1209,5362,2428,32,34,3,15,12,1650,37,17/18
Jeff Hendrick,ie IRL,FWMF,Burnley,25,1992,25.9,1005,22,122,565,330,47,1005,32,24,75,8,25,577,2810,1281,37,27,5,44,34,705,114,17/18
Wayne Hennessey,wls WAL,GK,Crystal Palace,30,1987,27,846,716,831,15,0,0,846,0,0,,0,,361,2683,2039,0,0,0,0,0,206,0,17/18
Javier Hernández,mx MEX,FW,West Ham,29,1988,17.2,534,5,27,279,235,52,534,33,22,66.7,11,33.3,355,1956,474,10,11,5,40,38,440,103,17/18
Ander Herrera,es ESP,MF,Manchester Utd,27,1989,14.1,1236,50,277,720,246,14,1236,14,10,71.4,4,28.6,631,2790,1417,12,19,1,15,15,902,19,17/18
Son Heung-min,kr KOR,FW,Tottenham,25,1992,25.7,1264,13,70,420,791,156,1264,101,58,57.4,43,42.6,831,5794,2729,111,46,68,65,57,1067,339,17/18
Wesley Hoedt,nl NED,DF,Southampton,23,1994,28,1694,180,732,934,50,19,1694,27,25,92.6,2,7.4,947,6065,3908,21,15,1,13,5,935,3,17/18
Jonathan Hogg,eng ENG,MF,Huddersfield,28,1988,26.6,1739,87,506,1056,194,4,1739,12,8,66.7,4,33.3,833,4093,1687,21,21,1,25,17,1003,10,17/18
Rob Holding,eng ENG,DF,Arsenal,21,1995,9.1,721,65,317,371,36,4,721,8,5,62.5,3,37.5,450,2130,1293,6,13,0,7,6,474,2,17/18
José Holebas,gr GRE,DF,Watford,33,1984,26.5,1805,86,476,780,574,13,1805,47,23,48.9,24,51.1,760,3818,1795,53,36,3,28,22,762,84,17/18
Mason Holgate,eng ENG,DF,Everton,20,1996,13.2,721,78,305,322,98,14,721,12,8,66.7,4,33.3,288,1379,871,8,6,2,11,3,374,25,17/18
Callum Hudson-Odoi,eng ENG,FWDF,Chelsea,16,2000,0.3,24,0,0,13,11,2,24,5,5,100,0,0,20,199,114,5,2,1,4,0,23,5,17/18
Will Hughes,eng ENG,MF,Watford,22,1995,11,551,9,50,282,227,29,551,10,7,70,3,30,323,1500,709,16,23,1,20,22,364,58,17/18
Jordan Hugill,eng ENG,FW,West Ham,25,1992,0.3,12,0,1,9,2,0,12,2,1,50,1,50,9,57,0,0,0,0,0,2,13,0,17/18
Uwe Hünemeier,de GER,DF,Brighton,31,1986,0.2,8,4,4,2,2,1,8,0,0,,0,,1,6,6,0,0,0,0,0,4,1,17/18
Emerson Hyndman,us USA,MF,Bournemouth,21,1996,0.6,30,0,8,18,4,0,30,0,0,,0,,13,43,16,0,0,0,3,0,18,0,17/18
Pierre Højbjerg,dk DEN,MF,Southampton,21,1995,18.6,1350,30,235,909,224,11,1350,33,21,63.6,12,36.4,796,3633,1527,19,25,3,33,24,867,37,17/18
Jordon Ibe,eng ENG,MFFW,Bournemouth,21,1995,22.2,1044,11,104,424,535,53,1044,87,37,42.5,50,57.5,681,5318,2441,78,59,26,46,50,780,149,17/18
Vicente Iborra,es ESP,MF,Leicester City,29,1988,15.7,1017,74,246,676,106,19,1017,14,11,78.6,3,21.4,493,2235,1169,8,8,0,7,7,665,15,17/18
Zlatan Ibrahimović,se SWE,MFFW,Manchester Utd,35,1981,1.2,89,1,2,42,45,10,89,0,0,,0,,55,292,155,6,6,2,1,2,74,12,17/18
Kelechi Iheanacho,ng NGA,FWMF,Leicester City,20,1996,9.2,352,8,40,149,167,33,352,18,13,72.2,5,27.8,220,1280,690,21,18,3,26,14,267,54,17/18
Tom Ince,eng ENG,MFFW,Huddersfield,25,1992,27.2,1042,16,141,450,469,79,1042,57,27,47.4,30,52.6,621,4477,1948,57,40,20,59,31,668,125,17/18
Danny Ings,eng ENG,FW,Liverpool,25,1992,3,118,3,11,43,65,20,118,4,1,25,3,75,69,246,66,2,2,1,11,6,87,23,17/18
Stephen Ireland,ie IRL,MFFW,Stoke City,30,1986,1.5,82,5,17,49,16,2,82,1,1,100,0,0,45,141,42,0,0,0,0,1,60,5,17/18
Alex Iwobi,ng NGA,MFFW,Arsenal,21,1996,20.3,1358,16,146,604,627,80,1358,52,36,69.2,16,30.8,1058,6230,3418,93,80,25,42,31,1131,146,17/18
José Izquierdo,co COL,MFFW,Brighton,25,1992,22,779,24,164,239,393,83,779,51,32,62.7,19,37.3,486,3655,2040,67,36,30,50,22,500,161,17/18
Phil Jagielka,eng ENG,DF,Everton,34,1982,22.9,1302,155,696,575,37,19,1302,2,1,50,1,50,566,2264,1047,4,4,1,8,4,660,3,17/18
Eldin Jakupović,ch SUI,GK,Leicester City,32,1984,2,66,55,66,0,0,0,66,0,0,,0,,32,242,188,0,0,0,0,0,12,0,17/18
Matty James,eng ENG,MF,Leicester City,26,1991,11,556,28,131,343,86,10,556,12,8,66.7,4,33.3,238,1140,397,7,7,0,14,5,330,14,17/18
Daryl Janmaat,nl NED,DF,Watford,28,1989,20.2,1264,76,373,587,313,21,1264,22,10,45.5,12,54.5,565,2345,1272,29,27,3,13,9,640,55,17/18
Vincent Janssen,nl NED,DF,Tottenham,23,1994,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,17/18
Jesé,es ESP,FWMF,Stoke City,24,1993,6.8,230,5,26,108,105,21,230,24,15,62.5,9,37.5,160,1279,566,19,11,10,14,16,157,51,17/18
Gabriel Jesus,br BRA,FW,Manchester City,20,1997,18.5,790,3,47,312,439,121,788,37,24,64.9,13,35.1,443,1865,800,28,21,14,43,26,607,181,17/18
Glen Johnson,eng ENG,DF,Stoke City,32,1984,6.1,294,26,110,135,52,8,294,4,3,75,1,25,136,604,281,5,4,1,4,6,135,9,17/18
Phil Jones,eng ENG,DF,Manchester Utd,25,1992,21.9,1332,153,732,577,34,3,1332,9,7,77.8,2,22.2,692,2858,1556,13,3,0,7,1,819,0,17/18
Joselu,es ESP,FW,Newcastle Utd,27,1990,19,820,34,104,442,279,55,819,17,7,41.2,10,58.8,372,1068,317,5,9,5,41,19,621,107,17/18
Mathias Jørgensen,dk DEN,DF,Huddersfield,27,1990,38,2033,216,1029,957,61,28,2033,3,3,100,0,0,843,4150,2681,21,15,1,12,0,1019,8,17/18
