Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90,season
Hwang Hee-chan,kr KOR,FWMF,Wolves,25,1996,30,20,1816,20.2,5,1,6,5,0,0,2,0,4.4,4.4,1.3,5.8,66,57,114,0.25,0.05,0.3,0.25,0.3,0.22,0.07,0.29,0.22,0.29,21/22
Jordan Henderson,eng ENG,MF,Liverpool,31,1990,35,29,2597,28.9,2,5,7,2,0,0,3,0,1.5,1.5,3.5,5,54,245,116,0.07,0.17,0.24,0.07,0.24,0.05,0.12,0.17,0.05,0.17,21/22
Jeff Hendrick,ie IRL,MF,Newcastle Utd,29,1992,3,0,72,0.8,1,0,1,1,0,0,0,0,0.1,0.1,0,0.1,1,0,1,1.25,0,1.25,1.25,1.25,0.11,0.03,0.14,0.11,0.14,21/22
Wayne Hennessey,wls WAL,GK,Burnley,34,1987,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0.09,0.09,0,0.09,21/22
Rico Henry,eng ENG,DF,Brentford,24,1997,34,33,2776,30.8,3,0,3,3,0,0,2,0,1.5,1.5,1.7,3.3,61,81,131,0.1,0,0.1,0.1,0.1,0.05,0.06,0.11,0.05,0.11,21/22
Son Heung-min,kr KOR,MFFW,Tottenham,29,1992,35,35,3006,33.4,23,7,30,23,0,0,2,0,15.9,15.9,7.5,23.4,116,90,242,0.69,0.21,0.9,0.69,0.9,0.48,0.22,0.7,0.48,0.7,21/22
Ki-Jana Hoever,nl NED,DFMF,Wolves,19,2002,8,4,308,3.4,0,0,0,0,0,0,1,0,0,0,0.1,0.1,9,5,22,0,0,0,0,0,0.01,0.02,0.03,0.01,0.03,21/22
Rob Holding,eng ENG,DF,Arsenal,25,1995,15,9,845,9.4,1,0,1,1,0,0,4,1,0.4,0.4,0,0.4,4,23,0,0.11,0,0.11,0.11,0.11,0.04,0,0.04,0.04,0.04,21/22
Mason Holgate,eng ENG,DF,Everton,24,1996,25,23,2134,23.7,2,1,3,2,0,0,7,1,1.3,1.3,0.1,1.4,4,40,2,0.08,0.04,0.13,0.08,0.13,0.06,0,0.06,0.06,0.06,21/22
Callum Hudson-Odoi,eng ENG,MFFW,Chelsea,20,2000,15,11,962,10.7,1,2,3,1,0,0,1,0,2.5,2.5,2.1,4.6,67,41,102,0.09,0.19,0.28,0.09,0.28,0.23,0.2,0.43,0.23,0.43,21/22
Will Hughes,eng ENG,MF,Crystal Palace,26,1995,16,13,1053,11.7,0,1,1,0,0,0,6,0,0.1,0.1,0.6,0.8,5,38,7,0,0.09,0.09,0,0.09,0.01,0.05,0.06,0.01,0.06,21/22
Pierre Højbjerg,dk DEN,MF,Tottenham,25,1995,36,36,3196,35.5,2,2,4,2,0,0,3,0,1.9,1.9,2.3,4.2,46,242,47,0.06,0.06,0.11,0.06,0.11,0.05,0.06,0.12,0.05,0.12,21/22
Adam Idah,ie IRL,FWMF,Norwich City,20,2001,17,6,625,6.9,1,1,2,1,0,0,0,0,2.3,2.3,0.6,2.9,11,10,48,0.14,0.14,0.29,0.14,0.29,0.33,0.09,0.42,0.33,0.42,21/22
Kelechi Iheanacho,ng NGA,FW,Leicester City,24,1996,26,13,1264,14,4,5,9,4,0,0,1,0,3.6,3.6,2.5,6.1,28,37,85,0.28,0.36,0.64,0.28,0.64,0.26,0.18,0.43,0.26,0.43,21/22
Danny Ings,eng ENG,FW,Aston Villa,29,1992,30,22,1898,21.1,7,6,13,6,1,1,4,0,7.1,6.3,1.6,8,24,39,117,0.33,0.28,0.62,0.28,0.57,0.34,0.08,0.41,0.3,0.38,21/22
Tim Iroegbunam,eng ENG,MF,Aston Villa,18,2003,3,1,92,1,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,1,4,0,0,0,0,0,0,0.11,0,0.11,0.11,0.11,21/22
Alex Iwobi,ng NGA,MFDF,Everton,25,1996,28,22,2035,22.6,2,2,4,2,0,0,1,0,2.3,2.3,2.6,4.9,44,103,104,0.09,0.09,0.18,0.09,0.18,0.1,0.12,0.22,0.1,0.22,21/22
Daniel James,wls WAL,FW,Manchester Utd,23,1997,2,2,126,1.4,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.6,5,3,16,0,0,0,0,0,0.18,0.24,0.42,0.18,0.42,21/22
Daniel James,wls WAL,FWMF,Leeds United,23,1997,32,29,2366,26.3,4,4,8,4,0,0,7,1,6.1,6.1,2.9,8.9,69,57,186,0.15,0.15,0.3,0.15,0.3,0.23,0.11,0.34,0.23,0.34,21/22
Reece James,eng ENG,DF,Chelsea,21,1999,26,22,1864,20.7,5,9,14,5,0,0,4,1,3.1,3.1,5.9,9.1,52,149,203,0.24,0.43,0.68,0.24,0.68,0.15,0.29,0.44,0.15,0.44,21/22
Vitaly Janelt,de GER,MF,Brentford,23,1998,31,27,2298,25.5,4,0,4,4,0,0,3,0,2.4,2.4,1.9,4.2,25,103,60,0.16,0,0.16,0.16,0.16,0.09,0.07,0.17,0.09,0.17,21/22
Pontus Jansson,se SWE,DF,Brentford,30,1991,37,37,3321,36.9,3,1,4,3,0,0,7,0,3,3,0.3,3.3,4,67,5,0.08,0.03,0.11,0.08,0.11,0.08,0.01,0.09,0.08,0.09,21/22
Mathias Jensen,dk DEN,MF,Brentford,25,1996,31,19,1601,17.8,0,1,1,0,0,0,0,0,2.9,2.9,3.2,6.2,14,103,54,0,0.06,0.06,0,0.06,0.17,0.18,0.35,0.17,0.35,21/22
Gabriel Jesus,br BRA,FW,Manchester City,24,1997,28,21,1877,20.9,8,8,16,7,1,1,1,0,9.8,9,5.7,14.7,51,55,220,0.38,0.38,0.77,0.34,0.72,0.47,0.28,0.74,0.43,0.71,21/22
Raúl Jiménez,mx MEX,FW,Wolves,30,1991,34,30,2631,29.2,6,4,10,5,1,1,9,2,6.1,5.4,3.1,8.5,40,65,163,0.21,0.14,0.34,0.17,0.31,0.21,0.1,0.31,0.19,0.29,21/22
João Pedro,br BRA,FWMF,Watford,19,2001,28,15,1644,18.3,3,1,4,3,0,0,1,0,3.6,3.6,2.8,6.3,54,77,102,0.16,0.05,0.22,0.16,0.22,0.2,0.15,0.35,0.2,0.35,21/22
Joelinton,br BRA,MFFW,Newcastle Utd,24,1996,35,30,2558,28.4,4,1,5,4,0,0,8,0,3.3,3.3,1.9,5.2,45,92,90,0.14,0.04,0.18,0.14,0.18,0.12,0.07,0.18,0.12,0.18,21/22
Ben Johnson,eng ENG,DF,West Ham,21,2000,20,16,1397,15.5,1,0,1,1,0,0,1,0,0.2,0.2,0.6,0.7,23,64,67,0.06,0,0.06,0.06,0.06,0.01,0.04,0.05,0.01,0.05,21/22
Curtis Jones,eng ENG,MF,Liverpool,20,2001,15,10,851,9.5,1,1,2,1,0,0,0,0,0.9,0.9,0.6,1.5,25,58,54,0.11,0.11,0.21,0.11,0.21,0.1,0.07,0.16,0.1,0.16,21/22
Phil Jones,eng ENG,DF,Manchester Utd,29,1992,4,2,163,1.8,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,21/22
Jorginho,it ITA,MF,Chelsea,29,1991,29,26,2273,25.3,6,2,8,0,6,7,5,0,5.8,0.3,2.7,3,18,178,19,0.24,0.08,0.32,0,0.08,0.23,0.11,0.34,0.01,0.12,21/22
Diogo Jota,pt POR,FW,Liverpool,24,1996,35,27,2364,26.3,15,4,19,15,0,0,3,0,16.3,16.3,5.8,22,74,87,191,0.57,0.15,0.72,0.57,0.72,0.62,0.22,0.84,0.62,0.84,21/22
James Justin,eng ENG,DF,Leicester City,23,1998,13,11,998,11.1,0,0,0,0,0,0,0,0,0.3,0.3,1,1.3,23,44,52,0,0,0,0,0,0.03,0.09,0.12,0.03,0.12,21/22
Mathias Jørgensen,dk DEN,DF,Brentford,31,1990,8,6,518,5.8,1,0,1,1,0,0,2,0,0.1,0.1,0.3,0.4,5,18,1,0.17,0,0.17,0.17,0.17,0.02,0.05,0.07,0.02,0.07,21/22
Ozan Kabak,tr TUR,DF,Norwich City,21,2000,11,11,922,10.2,0,0,0,0,0,0,2,0,0.3,0.3,0,0.3,9,20,0,0,0,0,0,0,0.03,0,0.03,0.03,0.03,21/22
Christian Kabasele,be BEL,DF,Watford,30,1991,16,12,1193,13.3,0,0,0,0,0,0,0,0,0.9,0.9,0.2,1,5,21,1,0,0,0,0,0,0.07,0.01,0.08,0.07,0.08,21/22
Samuel Kalu,ng NGA,FW,Watford,23,1997,4,2,222,2.5,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,7,8,18,0,0,0,0,0,0.16,0.04,0.2,0.16,0.2,21/22
Hassane Kamara,ci CIV,DF,Watford,27,1994,19,18,1623,18,1,0,1,1,0,0,5,1,0.2,0.2,0.6,0.8,32,55,25,0.06,0,0.06,0.06,0.06,0.01,0.03,0.04,0.01,0.04,21/22
Harry Kane,eng ENG,FW,Tottenham,28,1993,37,36,3232,35.9,17,9,26,13,4,4,5,0,18.6,15.4,9.1,24.5,87,143,212,0.47,0.25,0.72,0.36,0.61,0.52,0.25,0.77,0.43,0.68,21/22
N'Golo Kanté,fr FRA,MF,Chelsea,30,1991,26,21,1773,19.7,2,4,6,2,0,0,2,0,1.5,1.5,2.1,3.6,72,159,62,0.1,0.2,0.3,0.1,0.3,0.08,0.11,0.19,0.08,0.19,21/22
Edo Kayembe,cd COD,MF,Watford,23,1998,13,9,799,8.9,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.5,9,47,8,0,0,0,0,0,0.02,0.04,0.05,0.02,0.05,21/22
Moise Kean,it ITA,FW,Everton,21,2000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21/22
Michael Keane,eng ENG,DF,Everton,28,1993,32,31,2792,31,3,2,5,3,0,0,4,1,1.2,1.2,1.6,2.8,9,79,4,0.1,0.06,0.16,0.1,0.16,0.04,0.05,0.09,0.04,0.09,21/22
Naby Keïta,gn GUI,MF,Liverpool,26,1995,23,14,1173,13,3,1,4,3,0,0,3,0,2.2,2.2,1.9,4.1,39,75,42,0.23,0.08,0.31,0.23,0.31,0.17,0.14,0.31,0.17,0.31,21/22
Caoimhín Kelleher,ie IRL,GK,Liverpool,22,1998,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21/22
Kenedy,br BRA,DF,Chelsea,25,1996,1,1,58,0.6,0,1,1,0,0,0,0,0,0,0,0.6,0.6,2,5,10,0,1.55,1.55,0,1.55,0.06,0.94,1,0.06,1,21/22
Jonjoe Kenny,eng ENG,DF,Everton,24,1997,15,11,1018,11.3,0,1,1,0,0,0,3,1,0.2,0.2,0.8,1,9,36,25,0,0.09,0.09,0,0.09,0.02,0.07,0.09,0.02,0.09,21/22
Max Kilman,eng ENG,DF,Wolves,24,1997,30,30,2687,29.9,1,0,1,1,0,0,3,0,1.1,1.1,0.2,1.3,31,95,7,0.03,0,0.03,0.03,0.03,0.04,0.01,0.04,0.04,0.04,21/22
Joshua King,no NOR,FW,Watford,29,1992,32,27,2248,25,5,3,8,4,1,1,5,0,8.9,8.1,3.8,11.9,41,39,157,0.2,0.12,0.32,0.16,0.28,0.36,0.15,0.51,0.32,0.48,21/22
Kristoffer Klaesson,no NOR,GK,Leeds United,20,2000,1,0,36,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21/22
Mateusz Klich,pl POL,MF,Leeds United,31,1990,33,26,2073,23,1,2,3,1,0,0,5,0,2.8,2.8,2.2,5,45,105,129,0.04,0.09,0.13,0.04,0.13,0.12,0.1,0.22,0.12,0.22,21/22
Robin Koch,de GER,MFDF,Leeds United,25,1996,20,17,1574,17.5,0,0,0,0,0,0,3,0,0.8,0.8,0.4,1.2,3,52,14,0,0,0,0,0,0.04,0.02,0.07,0.04,0.07,21/22
Sead Kolašinac,ba BIH,DF,Arsenal,28,1993,2,1,91,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21/22
Ibrahima Konaté,fr FRA,DF,Liverpool,22,1999,11,11,990,11,0,0,0,0,0,0,2,0,0.2,0.2,0,0.2,7,51,2,0,0,0,0,0,0.02,0,0.02,0.02,0.02,21/22
Ezri Konsa,eng ENG,DF,Aston Villa,23,1997,29,29,2477,27.5,2,0,2,2,0,0,6,2,1.6,1.6,0.3,1.9,8,45,7,0.07,0,0.07,0.07,0.07,0.06,0.01,0.07,0.06,0.07,21/22
Cheikhou Kouyaté,sn SEN,MF,Crystal Palace,31,1989,27,23,1974,21.9,0,1,1,0,0,0,3,0,0.5,0.5,0.8,1.3,7,54,9,0,0.05,0.05,0,0.05,0.02,0.04,0.06,0.02,0.06,21/22
Mateo Kovačić,hr CRO,MF,Chelsea,27,1994,25,16,1558,17.3,2,5,7,2,0,0,4,0,1.6,1.6,3.2,4.7,42,135,37,0.12,0.29,0.4,0.12,0.4,0.09,0.18,0.27,0.09,0.27,21/22
Emil Krafth,se SWE,DF,Newcastle Utd,26,1994,20,18,1634,18.2,0,1,1,0,0,0,5,0,0.3,0.3,1,1.3,29,50,24,0,0.06,0.06,0,0.06,0.02,0.06,0.07,0.02,0.07,21/22
Alex Král,cz CZE,MF,West Ham,23,1998,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21/22
Tim Krul,nl NED,GK,Norwich City,33,1988,29,29,2610,29,0,0,0,0,0,0,1,0,0,0,0.6,0.6,0,1,0,0,0,0,0,0,0,0.02,0.02,0,0.02,21/22
Juraj Kucka,sk SVK,MF,Watford,34,1987,26,22,1920,21.3,1,1,2,1,0,0,5,1,3.2,3.2,0.9,4.1,21,60,31,0.05,0.05,0.09,0.05,0.09,0.15,0.04,0.19,0.15,0.19,21/22
Dejan Kulusevski,se SWE,MFFW,Tottenham,21,2000,18,14,1261,14,5,8,13,5,0,0,3,0,2.7,2.7,3.4,6.2,51,35,100,0.36,0.57,0.93,0.36,0.93,0.2,0.25,0.44,0.2,0.44,21/22
Alexandre Lacazette,fr FRA,FW,Arsenal,30,1991,30,20,1782,19.8,4,7,11,2,2,3,0,0,8.4,6,3,9.1,19,52,106,0.2,0.35,0.56,0.1,0.45,0.42,0.15,0.58,0.3,0.46,21/22
Adam Lallana,eng ENG,MF,Brighton,33,1988,24,18,1561,17.3,0,1,1,0,0,0,4,0,1.1,1.1,0.9,2,17,76,47,0,0.06,0.06,0,0.06,0.06,0.05,0.11,0.06,0.11,21/22
Tariq Lamptey,gh GHA,DFFW,Brighton,20,2000,30,16,1561,17.3,0,2,2,0,0,0,4,0,0.8,0.8,2.6,3.4,81,36,153,0,0.12,0.12,0,0.12,0.05,0.15,0.2,0.05,0.2,21/22
Manuel Lanzini,ar ARG,MFFW,West Ham,28,1993,30,19,1786,19.8,5,3,8,2,3,3,2,0,3.7,1.3,2.4,3.7,29,119,57,0.25,0.15,0.4,0.1,0.25,0.19,0.12,0.31,0.07,0.19,21/22
Aymeric Laporte,es ESP,DF,Manchester City,27,1994,33,33,2828,31.4,4,0,4,4,0,0,5,1,4.9,4.9,0.6,5.5,51,271,8,0.13,0,0.13,0.13,0.13,0.16,0.02,0.18,0.16,0.18,21/22
Jamaal Lascelles,eng ENG,DF,Newcastle Utd,27,1993,26,22,2058,22.9,1,0,1,1,0,0,5,0,0.9,0.9,0.4,1.3,0,18,5,0.04,0,0.04,0.04,0.04,0.04,0.02,0.06,0.04,0.06,21/22
Pierre Lees-Melou,fr FRA,MF,Norwich City,28,1993,33,27,2265,25.2,1,0,1,1,0,0,5,0,1.6,1.6,1.9,3.6,33,114,60,0.04,0,0.04,0.04,0.04,0.06,0.08,0.14,0.06,0.14,21/22
Aaron Lennon,eng ENG,MFFW,Burnley,34,1987,28,17,1551,17.2,2,0,2,2,0,0,2,0,1.1,1.1,0.5,1.6,38,19,77,0.12,0,0.12,0.12,0.12,0.06,0.03,0.09,0.06,0.09,21/22
Bernd Leno,de GER,GK,Arsenal,29,1992,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21/22
Jamal Lewis,nir NIR,DF,Newcastle Utd,23,1998,5,4,262,2.9,0,0,0,0,0,0,1,0,0,0,0,0,3,7,7,0,0,0,0,0,0,0.01,0.01,0,0.01,21/22
Victor Lindelöf,se SWE,DF,Manchester Utd,27,1994,28,26,2355,26.2,0,2,2,0,0,0,4,0,0.2,0.2,0.6,0.8,14,72,3,0,0.08,0.08,0,0.08,0.01,0.02,0.03,0.01,0.03,21/22
Jesse Lingard,eng ENG,FWMF,Manchester Utd,28,1992,16,2,367,4.1,2,0,2,2,0,0,1,0,0.6,0.6,0.3,1,9,13,22,0.49,0,0.49,0.49,0.49,0.16,0.08,0.24,0.16,0.24,21/22
Valentino Livramento,eng ENG,DF,Southampton,18,2002,28,25,2202,24.5,1,1,2,1,0,0,2,0,1.4,1.4,2.7,4.1,79,80,118,0.04,0.04,0.08,0.04,0.08,0.06,0.11,0.17,0.06,0.17,21/22
Diego Llorente,es ESP,DF,Leeds United,27,1993,28,28,2340,26,3,0,3,3,0,0,7,0,1,1,0.1,1,20,97,1,0.12,0,0.12,0.12,0.12,0.04,0,0.04,0.04,0.04,21/22
Hugo Lloris,fr FRA,GK,Tottenham,34,1986,38,38,3420,38,0,0,0,0,0,0,2,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01,21/22
Giovani Lo Celso,ar ARG,MFFW,Tottenham,25,1996,9,2,238,2.6,0,0,0,0,0,0,0,0,0.6,0.6,0.7,1.3,10,8,15,0,0,0,0,0,0.23,0.26,0.49,0.23,0.49,21/22
Jürgen Locadia,nl NED,MFFW,Brighton,27,1993,1,0,23,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0.61,0,0.61,0.61,0.61,21/22
Ruben Loftus-Cheek,eng ENG,MFDF,Chelsea,25,1996,24,13,1394,15.5,0,2,2,0,0,0,1,0,1.2,1.2,2.4,3.6,69,108,53,0,0.13,0.13,0,0.13,0.08,0.16,0.24,0.08,0.24,21/22
Kevin Long,ie IRL,DF,Burnley,30,1990,6,4,410,4.6,0,0,0,0,0,0,1,0,0.2,0.2,0,0.2,1,4,0,0,0,0,0,0,0.03,0,0.03,0.03,0.03,21/22
Shane Long,ie IRL,FW,Southampton,34,1987,13,3,308,3.4,1,0,1,1,0,0,1,0,0.9,0.9,0.1,1,5,3,24,0.29,0,0.29,0.29,0.29,0.25,0.04,0.3,0.25,0.3,21/22
Sean Longstaff,eng ENG,MF,Newcastle Utd,23,1997,24,15,1464,16.3,1,1,2,1,0,0,1,0,0.7,0.7,0.8,1.6,2,43,15,0.06,0.06,0.12,0.06,0.12,0.05,0.05,0.1,0.05,0.1,21/22
Ademola Lookman,ng NGA,FWMF,Leicester City,23,1997,26,16,1453,16.1,6,0,6,6,0,0,2,0,4.5,4.5,1.9,6.4,43,54,139,0.37,0,0.37,0.37,0.37,0.28,0.11,0.4,0.28,0.4,21/22
Jonas Lössl,dk DEN,GK,Brentford,32,1989,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21/22
Imran Louza,ma MAR,MF,Watford,22,1999,20,17,1416,15.7,0,0,0,0,0,0,6,0,1.2,1.2,1.1,2.3,17,67,24,0,0,0,0,0,0.08,0.07,0.15,0.08,0.15,21/22
Matthew Lowton,eng ENG,DF,Burnley,32,1989,25,20,1772,19.7,1,2,3,1,0,0,3,1,0.7,0.7,2.1,2.8,21,74,39,0.05,0.1,0.15,0.05,0.15,0.03,0.11,0.14,0.03,0.14,21/22
Douglas Luiz,br BRA,MF,Aston Villa,23,1998,34,31,2715,30.2,2,3,5,2,0,0,7,0,2,2,2.5,4.4,28,105,44,0.07,0.1,0.17,0.07,0.17,0.07,0.08,0.15,0.07,0.15,21/22
Romelu Lukaku,be BEL,FW,Chelsea,28,1993,26,16,1589,17.7,8,0,8,7,1,1,1,0,6.6,5.8,3,8.8,29,19,125,0.45,0,0.45,0.4,0.4,0.38,0.17,0.54,0.33,0.5,21/22
Lyanco,br BRA,DF,Southampton,24,1997,15,9,911,10.1,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.4,3,18,1,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04,21/22
Alexis Mac Allister,ar ARG,MFFW,Brighton,22,1998,33,22,2123,23.6,5,2,7,3,2,3,4,0,6.3,4,1.9,5.9,30,137,66,0.21,0.08,0.3,0.13,0.21,0.27,0.08,0.35,0.17,0.25,21/22
James Maddison,eng ENG,MFFW,Leicester City,24,1996,35,28,2459,27.3,12,8,20,12,0,0,3,0,7.5,7.5,5.1,12.7,53,136,141,0.44,0.29,0.73,0.44,0.73,0.28,0.19,0.46,0.28,0.46,21/22
Harry Maguire,eng ENG,DF,Manchester Utd,28,1993,30,28,2515,27.9,1,0,1,1,0,0,9,1,1.9,1.9,0.1,2.1,22,115,5,0.04,0,0.04,0.04,0.04,0.07,0,0.07,0.07,0.07,21/22
Riyad Mahrez,dz ALG,FW,Manchester City,30,1991,28,15,1498,16.6,11,5,16,7,4,5,0,0,10.1,6.2,4.2,10.4,74,70,234,0.66,0.3,0.96,0.42,0.72,0.61,0.25,0.86,0.37,0.62,21/22
Ainsley Maitland-Niles,eng ENG,MF,Arsenal,23,1997,8,2,268,3,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.3,2,15,8,0,0,0,0,0,0.02,0.09,0.12,0.02,0.12,21/22
Sadio Mané,sn SEN,FW,Liverpool,29,1992,34,32,2819,31.3,16,2,18,16,0,0,5,0,17.2,17.2,5.2,22.5,105,130,305,0.51,0.06,0.57,0.51,0.57,0.55,0.17,0.72,0.55,0.72,21/22
Javier Manquillo,es ESP,DF,Newcastle Utd,27,1994,19,15,1257,14,1,2,3,1,0,0,5,0,0.3,0.3,0.3,0.6,6,22,25,0.07,0.14,0.21,0.07,0.21,0.02,0.02,0.04,0.02,0.04,21/22
Fernando Marçal,br BRA,MFDF,Wolves,32,1989,18,17,1449,16.1,0,0,0,0,0,0,3,0,0.4,0.4,0.6,1,39,50,98,0,0,0,0,0,0.02,0.04,0.06,0.02,0.06,21/22
Solly March,eng ENG,DFFW,Brighton,27,1994,31,17,1746,19.4,0,2,2,0,0,0,1,0,1.2,1.2,2.3,3.5,71,69,148,0,0.1,0.1,0,0.1,0.06,0.12,0.18,0.06,0.18,21/22
Pablo Marí,es ESP,DF,Arsenal,27,1993,2,2,180,2,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,0,9,0,0,0,0,0,0,0.04,0.06,0.1,0.04,0.1,21/22
Anthony Martial,fr FRA,FW,Manchester Utd,25,1995,8,2,212,2.4,1,0,1,1,0,0,0,0,0.7,0.7,0,0.7,10,14,32,0.42,0,0.42,0.42,0.42,0.28,0,0.28,0.28,0.28,21/22
Martinelli,br BRA,FWMF,Arsenal,20,2001,29,21,1860,20.7,6,6,12,5,1,1,3,1,7.3,6.6,4.3,11,79,37,207,0.29,0.29,0.58,0.24,0.53,0.35,0.21,0.56,0.32,0.53,21/22
Emiliano Martínez,ar ARG,GK,Aston Villa,28,1992,36,36,3240,36,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21/22
Adam Masina,ma MAR,DF,Watford,27,1994,15,13,1077,12,0,1,1,0,0,0,0,0,0.3,0.3,0.7,1,9,37,12,0,0.08,0.08,0,0.08,0.03,0.06,0.08,0.03,0.08,21/22
Arthur Masuaku,cd COD,DFFW,West Ham,27,1993,13,6,650,7.2,1,1,2,1,0,0,1,0,0.1,0.1,0.8,0.9,16,33,26,0.14,0.14,0.28,0.14,0.28,0.01,0.12,0.12,0.01,0.12,21/22
Juan Mata,es ESP,MF,Manchester Utd,33,1988,7,2,235,2.6,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.6,8,16,13,0,0,0,0,0,0.12,0.09,0.22,0.12,0.22,21/22
Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,24,1997,22,13,1145,12.7,5,1,6,5,0,0,2,0,5.8,5.8,1.3,7.1,16,6,46,0.39,0.08,0.47,0.39,0.47,0.46,0.1,0.56,0.46,0.56,21/22
Nemanja Matić,rs SRB,MF,Manchester Utd,32,1988,23,16,1382,15.4,0,4,4,0,0,0,3,0,0.2,0.2,2,2.2,32,98,7,0,0.26,0.26,0,0.26,0.01,0.13,0.14,0.01,0.14,21/22
Joël Matip,cm CMR,DF,Liverpool,29,1991,31,31,2790,31,3,3,6,3,0,0,2,0,3.4,3.4,1.3,4.6,55,186,7,0.1,0.1,0.19,0.1,0.19,0.11,0.04,0.15,0.11,0.15,21/22
Neal Maupay,fr FRA,FW,Brighton,24,1996,32,25,2276,25.3,8,2,10,7,1,2,7,0,8.7,7.1,2.4,9.5,21,48,164,0.32,0.08,0.4,0.28,0.36,0.34,0.1,0.44,0.28,0.38,21/22
Bryan Mbeumo,cm CMR,FW,Brentford,21,1999,35,34,2905,32.3,4,7,11,3,1,1,4,0,9.3,8.5,3.7,12.2,81,56,273,0.12,0.22,0.34,0.09,0.31,0.29,0.11,0.4,0.26,0.38,21/22
James McArthur,sct SCO,MF,Crystal Palace,33,1987,21,15,1439,16,0,3,3,0,0,0,4,0,0.3,0.3,1.4,1.7,29,84,22,0,0.19,0.19,0,0.19,0.02,0.09,0.11,0.02,0.11,21/22
James Mcatee,eng ENG,MFFW,Manchester City,18,2002,2,0,20,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,2,1,3,0,0,0,0,0,0.37,0,0.37,0.37,0.37,21/22
Kasey McAteer,eng ENG,FW,Leicester City,19,2001,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21/22
Liam McCarron,sct SCO,FW,Leeds United,20,2001,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21/22
Alex McCarthy,eng ENG,GK,Southampton,31,1989,17,17,1530,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21/22
John McGinn,sct SCO,MF,Aston Villa,26,1994,35,35,3090,34.3,3,4,7,3,0,0,8,0,1.5,1.5,5.3,6.8,52,196,67,0.09,0.12,0.2,0.09,0.2,0.04,0.15,0.2,0.04,0.2,21/22
Stuart McKinstry,sct SCO,MF,Leeds United,18,2002,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21/22
Kenny McLean,sct SCO,MF,Norwich City,29,1992,31,29,2706,30.1,1,0,1,1,0,0,3,0,1.8,1.8,0.8,2.6,32,99,61,0.03,0,0.03,0.03,0.03,0.06,0.03,0.09,0.06,0.09,21/22
Dwight McNeil,eng ENG,MF,Burnley,21,1999,38,35,3107,34.5,0,1,1,0,0,0,1,0,2.3,2.3,4.6,6.9,93,104,112,0,0.03,0.03,0,0.03,0.07,0.13,0.2,0.07,0.2,21/22
Scott McTominay,sct SCO,MF,Manchester Utd,24,1996,30,28,2387,26.5,1,1,2,1,0,0,9,0,1.4,1.4,1.5,2.9,40,125,37,0.04,0.04,0.08,0.04,0.08,0.05,0.06,0.11,0.05,0.11,21/22
