player,nation,pos,team_name,age,born,match_ply,starts,min,mp_90,goals_scored,assists,goals_assists,goals_pen_kicks,pen_kicks,pen_kicks_att,yellow_cards,red_cards,xg,npxg,xag,npxg_xag,prog_carries,prog_passes,prog_rec,goals_90,assists_90,goals_assists_90,goals_pen_kicks_90,goals_assists_pen_kicks_90,xg_90,xag_90,xg_xag_90,npxg_90,npxg_xag_90,season,gk_goals_against,gk_goals_against_90,gk_shots_target_against,gk_saves,gk_saves_perc,gk_clean_sheets,gk_clean_sheets_perc,gk_pen_kicks_att,gk_pen_kicks_allowed,gk_pen_kicks_saved,gk_pen_kicks_missed,gk_pen_kicks_saved_perc
Luke Cundle,ENG,MF,Wolves,19,2002,4,2,180,2,0,0,0,0,0,0,0,0,0,0,0.2,0.2,3,9,3,0,0,0,0,0,0,0.12,0.12,0,0.12,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patson Daka,ZAM,FW,Leicester City,22,1998,23,13,1159,12.9,5,3,8,5,0,0,2,0,4.2,4.2,2,6.1,10,17,66,0.39,0.23,0.62,0.39,0.62,0.32,0.15,0.48,0.32,0.48,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stuart Dallas,NIR,DF,Leeds United,30,1991,34,34,2919,32.4,1,1,2,1,0,0,5,0,1.9,1.9,2.3,4.1,82,170,79,0.03,0.03,0.06,0.03,0.06,0.06,0.07,0.13,0.06,0.13,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diogo Dalot,POR,DF,Manchester United,22,1999,24,19,1801,20,0,0,0,0,0,0,4,0,0.6,0.6,1.2,1.7,53,105,75,0,0,0,0,0,0.03,0.06,0.09,0.03,0.09,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Karl Darlow,ENG,GK,Newcastle United,30,1990,8,8,720,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21/22,15,1.87,37,23,64.9,0,0,2,2,0,0,0
Josh Dasilva,ENG,MF,Brentford,22,1998,9,2,257,2.9,0,0,0,0,0,0,0,1,0.1,0.1,0.1,0.2,10,11,10,0,0,0,0,0,0.03,0.05,0.08,0.03,0.08,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Davies,WAL,DF,Tottenham Hotspur,28,1993,29,28,2538,28.2,1,1,2,1,0,0,6,0,2.3,2.3,0.5,2.9,62,137,60,0.04,0.04,0.07,0.04,0.07,0.08,0.02,0.1,0.08,0.1,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tom Davies,ENG,MF,Everton,23,1998,6,2,234,2.6,1,0,1,1,0,0,1,0,0.8,0.8,0,0.8,1,7,3,0.38,0,0.38,0.38,0.38,0.32,0,0.32,0.32,0.32,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keinan Davis,ENG,FW,Aston Villa,23,1998,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Craig Dawson,ENG,DF,West Ham,31,1990,34,30,2754,30.6,2,2,4,2,0,0,5,1,3,3,1,4,4,54,3,0.07,0.07,0.13,0.07,0.13,0.1,0.03,0.13,0.1,0.13,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kevin De Bruyne,BEL,MF,Manchester City,30,1991,30,25,2201,24.5,15,8,23,15,0,0,2,0,5.7,5.7,10.4,16.1,84,204,175,0.61,0.33,0.94,0.61,0.94,0.23,0.42,0.66,0.23,0.66,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Troy Deeney,ENG,FW,Watford,33,1988,2,0,25,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,1,5,0,0,0,0,0,0.28,0.25,0.54,0.28,0.54,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liam Delap,ENG,FW,Manchester City,18,2003,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabian Delph,ENG,MF,Everton,31,1989,11,8,662,7.4,0,0,0,0,0,0,2,0,0,0,0.1,0.1,2,34,3,0,0,0,0,0,0,0.01,0.01,0,0.01,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leander Dendoncker,BEL,MF,Wolves,26,1995,30,21,1950,21.7,2,2,4,2,0,0,4,0,2.2,2.2,1.1,3.3,9,64,45,0.09,0.09,0.18,0.09,0.18,0.1,0.05,0.15,0.1,0.15,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Emmanuel Dennis,NGA,FW,Watford,23,1997,33,30,2581,28.7,10,6,16,10,0,0,9,1,7.3,7.3,4.1,11.3,90,61,172,0.35,0.21,0.56,0.35,0.56,0.26,0.14,0.4,0.25,0.4,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kiernan Dewsbury-Hall,ENG,MF,Leicester City,22,1998,28,23,2105,23.4,1,2,3,1,0,0,4,0,1.2,1.2,2.7,3.9,82,132,98,0.04,0.09,0.13,0.04,0.13,0.05,0.12,0.17,0.05,0.17,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ibrahima Diallo,FRA,MF,Southampton,22,1999,23,10,1023,11.4,0,2,2,0,0,0,1,0,0.4,0.4,1,1.5,17,57,20,0,0.18,0.18,0,0.18,0.04,0.09,0.13,0.04,0.13,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rúben Dias,POR,DF,Manchester City,24,1997,29,27,2402,26.7,2,4,6,2,0,0,5,0,2.7,2.7,3.2,5.9,33,139,4,0.07,0.15,0.22,0.07,0.22,0.1,0.12,0.22,0.1,0.22,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luis Díaz,COL,FW,Liverpool,24,1997,13,11,958,10.6,4,3,7,4,0,0,0,0,3.6,3.6,2.6,6.2,53,38,127,0.38,0.28,0.66,0.38,0.66,0.33,0.25,0.58,0.33,0.58,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eric Dier,ENG,DF,Tottenham Hotspur,27,1994,35,35,3071,34.1,0,0,0,0,0,0,1,0,1.2,1.2,1.1,2.3,13,103,6,0,0,0,0,0,0.04,0.03,0.07,0.04,0.07,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lucas Digne,FRA,DF,Aston Villa,28,1993,16,16,1269,14.1,0,4,4,0,0,0,2,0,0.5,0.5,2.2,2.7,34,48,121,0,0.28,0.28,0,0.28,0.04,0.16,0.19,0.04,0.19,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lucas Digne,FRA,DF,Everton,28,1993,13,13,1170,13,0,0,0,0,0,0,4,0,0.3,0.3,1.4,1.8,25,49,47,0,0,0,0,0,0.03,0.11,0.14,0.03,0.14,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Issa Diop,FRA,DF,West Ham,24,1997,13,10,963,10.7,0,1,1,0,0,0,0,0,0.1,0.1,0.4,0.5,4,14,1,0,0.09,0.09,0,0.09,0.01,0.04,0.05,0.01,0.05,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moussa Djenepo,MLI,MF,Southampton,23,1998,12,5,457,5.1,0,0,0,0,0,0,3,0,1.5,1.5,0.3,1.8,20,18,30,0,0,0,0,0,0.29,0.06,0.35,0.29,0.35,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lewis Dobbin,ENG,FW,Everton,18,2003,3,0,32,0.4,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Doherty,IRL,DF,Tottenham Hotspur,29,1992,15,9,875,9.7,2,4,6,2,0,0,0,0,2.5,2.5,2,4.5,29,24,80,0.21,0.41,0.62,0.21,0.62,0.25,0.2,0.46,0.25,0.46,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gabriel Dos Santos,BRA,DF,Arsenal,23,1997,35,35,3063,34,5,0,5,5,0,0,8,1,3.2,3.2,0.7,3.9,12,110,9,0.15,0,0.15,0.15,0.15,0.09,0.02,0.12,0.09,0.12,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abdoulaye Doucouré,MLI,MF,Everton,28,1993,30,29,2537,28.2,2,4,6,2,0,0,6,0,2.2,2.2,2,4.2,33,113,54,0.07,0.14,0.21,0.07,0.21,0.08,0.07,0.15,0.08,0.15,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kieran Dowell,ENG,FW,Norwich City,23,1997,19,11,912,10.1,1,1,2,1,0,0,0,0,1.1,1.1,1.5,2.6,14,31,49,0.1,0.1,0.2,0.1,0.2,0.1,0.15,0.26,0.1,0.26,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cody Drameh,ENG,DF,Leeds United,19,2001,3,1,128,1.4,0,0,0,0,0,0,1,0,0,0,0,0,3,6,3,0,0,0,0,0,0,0.02,0.02,0,0.02,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Martin Dúbravka,SVK,GK,Newcastle United,32,1989,26,26,2340,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21/22,35,1.35,106,72,67.9,8,30.8,1,1,0,0,0
Shane Duffy,IRL,DF,Brighton & Hove Albion,29,1992,18,15,1436,16,1,0,1,1,0,0,7,0,1,1,0.2,1.2,3,41,3,0.06,0,0.06,0.06,0.06,0.06,0.01,0.07,0.06,0.07,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paul Dummett,WAL,DF,Newcastle United,29,1991,3,2,198,2.2,0,0,0,0,0,0,2,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lewis Dunk,ENG,DF,Brighton & Hove Albion,29,1991,29,29,2573,28.6,1,0,1,1,0,0,3,1,1.3,1.3,0.4,1.8,14,83,3,0.03,0,0.03,0.03,0.03,0.05,0.01,0.06,0.05,0.06,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ederson,BRA,GK,Manchester City,27,1993,37,37,3330,37,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,21/22,26,0.7,83,57,69.9,20,54.1,1,1,0,0,0
Odsonne Édouard,FRA,FW,Crystal Palace,23,1998,28,18,1564,17.4,6,3,9,5,1,1,4,0,6.4,5.6,1.9,7.5,42,42,109,0.35,0.17,0.52,0.29,0.46,0.37,0.11,0.48,0.32,0.43,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CJ Egan-Riley,ENG,DF,Manchester City,18,2003,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthony Elanga,SWE,FW,Manchester United,19,2002,21,14,1214,13.5,2,2,4,2,0,0,0,0,2.6,2.6,2.4,5.1,32,18,114,0.15,0.15,0.3,0.15,0.3,0.19,0.18,0.37,0.19,0.37,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harvey Elliott,ENG,MF,Liverpool,18,2003,6,4,346,3.8,0,0,0,0,0,0,0,0,0.8,0.8,0.6,1.4,10,36,38,0,0,0,0,0,0.21,0.16,0.37,0.21,0.37,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mohamed Elneny,EGY,MF,Arsenal,29,1992,14,8,806,9,0,2,2,0,0,0,1,0,0.2,0.2,0.4,0.6,5,43,2,0,0.22,0.22,0,0.22,0.02,0.05,0.07,0.02,0.07,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mohamed Elyounoussi,NOR,MF,Southampton,26,1994,30,23,2042,22.7,4,2,6,4,0,0,4,0,5.5,5.5,2.3,7.8,59,81,124,0.18,0.09,0.26,0.18,0.26,0.24,0.1,0.34,0.24,0.34,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Emerson,BRA,DF,Tottenham Hotspur,22,1999,31,26,2286,25.4,1,1,2,1,0,0,5,0,1.5,1.5,2.2,3.6,68,68,175,0.04,0.04,0.08,0.04,0.08,0.06,0.09,0.14,0.06,0.14,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian Eriksen,DEN,MF,Brentford,29,1992,11,10,939,10.4,1,4,5,1,0,0,1,0,1.3,1.3,3.5,4.8,21,82,22,0.1,0.38,0.48,0.1,0.48,0.12,0.34,0.46,0.12,0.46,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oghenekaro Etebo,NGA,MF,Watford,25,1995,9,4,401,4.5,0,0,0,0,0,0,3,0,0.1,0.1,0.1,0.2,3,16,1,0,0,0,0,0,0.01,0.02,0.03,0.01,0.03,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonny Evans,NIR,DF,Leicester City,33,1988,18,16,1348,15,1,1,2,1,0,0,3,0,0.6,0.6,0.8,1.4,1,49,4,0.07,0.07,0.13,0.07,0.13,0.04,0.05,0.09,0.04,0.09,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eberechi Eze,ENG,MF,Crystal Palace,23,1998,13,6,605,6.7,1,1,2,1,0,0,1,0,0.4,0.4,0.9,1.3,20,33,38,0.15,0.15,0.3,0.15,0.3,0.07,0.13,0.2,0.07,0.2,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Łukasz Fabiański,POL,GK,West Ham,36,1985,37,37,3330,37,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21/22,50,1.35,162,111,70.4,8,21.6,6,2,3,1,60
Fabinho,BRA,MF,Liverpool,27,1993,29,26,2314,25.7,5,1,6,3,2,2,7,0,3.9,2.4,1.3,3.7,18,134,37,0.19,0.04,0.23,0.12,0.16,0.15,0.05,0.2,0.09,0.14,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kiko Femenía,ESP,DF,Watford,30,1991,27,26,2142,23.8,0,5,5,0,0,0,2,0,0.1,0.1,3.6,3.8,40,100,48,0,0.21,0.21,0,0.21,0,0.15,0.16,0,0.16,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan Ferguson,IRL,MF,Brighton & Hove Albion,16,2004,1,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nathan Ferguson,ENG,DF,Crystal Palace,20,2000,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bruno Fernandes,POR,MF,Manchester United,26,1994,36,35,3111,34.6,10,6,16,10,0,2,10,0,9.7,8.1,9,17.1,78,237,190,0.29,0.17,0.46,0.29,0.46,0.28,0.26,0.54,0.23,0.5,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Álvaro Fernández,ESP,GK,Brentford,23,1998,12,12,1080,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21/22,24,2,69,47,66.7,1,8.3,1,1,0,0,0
Federico Fernández,ARG,DF,Newcastle United,32,1989,7,5,523,5.8,0,0,0,0,0,0,0,0,0.4,0.4,0.3,0.7,0,12,1,0,0,0,0,0,0.07,0.06,0.13,0.07,0.13,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fernandinho,BRA,MF,Manchester City,36,1985,19,10,964,10.7,2,1,3,2,0,0,1,0,1.6,1.6,1,2.5,16,81,11,0.19,0.09,0.28,0.19,0.28,0.15,0.09,0.24,0.15,0.24,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roberto Firmino,BRA,FW,Liverpool,29,1991,20,10,990,11,5,4,9,5,0,0,3,0,4.7,4.7,1.7,6.4,27,40,100,0.45,0.36,0.82,0.45,0.82,0.43,0.16,0.59,0.43,0.59,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Junior Firpo,ESP,DF,Leeds United,24,1996,24,19,1711,19,0,2,2,0,0,0,11,0,0.9,0.9,1.9,2.8,36,111,72,0,0.11,0.11,0,0.11,0.05,0.1,0.15,0.05,0.15,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashley Fletcher,ENG,FW,Watford,25,1995,3,0,30,0.3,0,0,0,0,0,0,0,0,0.6,0.6,0,0.6,1,0,1,0,0,0,0,0,1.8,0,1.8,1.8,1.8,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phil Foden,ENG,FW,Manchester City,21,2000,28,24,2128,23.6,9,5,14,9,0,0,1,0,9.4,9.4,6.3,15.7,71,98,248,0.38,0.21,0.59,0.38,0.59,0.4,0.27,0.66,0.4,0.66,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wesley Fofana,FRA,DF,Leicester City,20,2000,7,7,630,7,0,0,0,0,0,0,2,0,0.4,0.4,0,0.4,10,28,1,0,0,0,0,0,0.06,0,0.06,0.06,0.06,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pablo Fornals,ESP,FW,West Ham,25,1996,36,32,2795,31.1,6,3,9,6,0,0,4,0,4.6,4.6,6.3,10.9,49,191,200,0.19,0.1,0.29,0.19,0.29,0.15,0.2,0.35,0.15,0.35,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Forshaw,ENG,MF,Leeds United,29,1991,22,17,1530,17,0,1,1,0,0,0,5,0,0.5,0.5,1,1.5,19,80,26,0,0.06,0.06,0,0.06,0.03,0.06,0.09,0.03,0.09,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marcus Forss,FIN,FW,Brentford,22,1999,7,1,209,2.3,0,1,1,0,0,0,0,0,0.3,0.3,0.2,0.6,2,6,12,0,0.43,0.43,0,0.43,0.14,0.1,0.24,0.14,0.24,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fraser Forster,ENG,GK,Southampton,33,1988,19,19,1710,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21/22,35,1.84,101,68,67.3,3,15.8,2,2,0,0,0
Ben Foster,ENG,GK,Watford,38,1983,26,26,2340,26,0,1,1,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0.04,0.04,0,0.04,0,0,0,0,0,21/22,49,1.88,116,67,60.3,4,15.4,4,3,1,0,25
Tariqe Fosu,GHA,DF,Brentford,25,1995,1,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,0,0,0,0,0.22,0,0.22,0.22,0.22,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Fraser,SCO,FW,Newcastle United,27,1994,27,18,1465,16.3,2,3,5,2,0,0,3,0,2.7,2.7,2.1,4.7,35,34,86,0.12,0.18,0.31,0.12,0.31,0.16,0.13,0.29,0.16,0.29,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fred,BRA,MF,Manchester United,28,1993,28,24,2028,22.5,4,4,8,4,0,0,5,0,1.3,1.3,2.2,3.5,17,138,41,0.18,0.18,0.36,0.18,0.36,0.06,0.1,0.16,0.06,0.16,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Fredericks,ENG,DF,West Ham,28,1992,7,3,307,3.4,0,0,0,0,0,0,1,0,0,0,0.1,0.1,4,6,14,0,0,0,0,0,0,0.04,0.04,0,0.04,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leo Fuhr Hjelde,NOR,MF,Leeds United,17,2003,2,0,150,1.7,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0.01,0.01,0,0.01,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Conor Gallagher,ENG,MF,Crystal Palace,21,2000,34,33,2845,31.6,8,3,11,8,0,0,10,0,6.3,6.3,3.1,9.4,42,94,118,0.25,0.09,0.35,0.25,0.35,0.2,0.1,0.3,0.2,0.3,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alejandro Garnacho,ESP,FW,Manchester United,17,2004,2,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dwight Gayle,ENG,FW,Newcastle United,30,1990,8,0,38,0.4,0,0,0,0,0,0,1,0,0.6,0.6,0.3,0.9,0,0,4,0,0,0,0,0,1.31,0.71,2.02,1.31,2.02,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jean-Philippe Gbamin,CIV,MF,Everton,25,1995,3,1,67,0.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David de Gea,ESP,GK,Manchester United,30,1990,38,38,3420,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21/22,57,1.5,180,124,70,8,21.1,5,3,2,0,40
Joe Gelhardt,ENG,FW,Leeds United,19,2002,20,5,746,8.3,2,2,4,2,0,0,4,0,3,3,1.6,4.6,17,15,55,0.24,0.24,0.48,0.24,0.48,0.36,0.2,0.56,0.36,0.56,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anwar El Ghazi,NED,FW,Aston Villa,26,1995,9,4,386,4.3,1,1,2,0,1,1,2,0,1.1,0.3,0.4,0.7,13,5,38,0.23,0.23,0.47,0,0.23,0.25,0.1,0.35,0.06,0.16,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anwar El Ghazi,NED,FW,Everton,26,1995,2,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saman Ghoddos,IRN,MF,Brentford,27,1993,17,4,536,6,1,1,2,1,0,0,2,0,0.5,0.5,1.2,1.7,7,25,40,0.17,0.17,0.34,0.17,0.34,0.08,0.2,0.28,0.08,0.28,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dimitris Giannoulis,GRE,DF,Norwich City,25,1995,18,14,1169,13,0,1,1,0,0,0,2,0,0.1,0.1,0.6,0.7,33,40,58,0,0.08,0.08,0,0.08,0.01,0.05,0.06,0.01,0.06,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Morgan Gibbs-White,ENG,DF,Wolves,21,2000,2,0,9,0.1,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,0,2,2,0,0,0,0,0,1.4,0,1.4,1.4,1.4,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Gibson,ENG,DF,Norwich City,28,1993,28,28,2494,27.7,0,0,0,0,0,0,5,1,1.4,1.4,0.2,1.5,11,68,0,0,0,0,0,0,0.05,0.01,0.05,0.05,0.05,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Billy Gilmour,SCO,MF,Norwich City,20,2001,24,21,1855,20.6,0,1,1,0,0,0,2,0,0.9,0.9,1.4,2.3,30,112,17,0,0.05,0.05,0,0.05,0.04,0.07,0.11,0.04,0.11,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Godfrey,ENG,DF,Everton,23,1998,23,23,2029,22.5,0,0,0,0,0,0,6,0,1.4,1.4,0.8,2.2,23,67,26,0,0,0,0,0,0.06,0.03,0.1,0.06,0.1,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
André Gomes,POR,MF,Everton,28,1993,14,7,619,6.9,0,1,1,0,0,0,3,0,0.7,0.7,0.2,0.8,6,25,13,0,0.15,0.15,0,0.15,0.1,0.03,0.12,0.1,0.12,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Toti Gomes,POR,DF,Wolves,22,1999,4,4,360,4,0,0,0,0,0,0,1,0,0,0,0,0,2,7,2,0,0,0,0,0,0.01,0,0.01,0.01,0.01,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Gomez,ENG,DF,Liverpool,24,1997,8,4,331,3.7,0,1,1,0,0,0,2,0,0,0,0.8,0.8,11,36,29,0,0.27,0.27,0,0.27,0.01,0.21,0.22,0.01,0.22,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charlie Goode,ENG,DF,Brentford,25,1995,6,4,450,5,0,0,0,0,0,0,3,0,0.1,0.1,1,1,5,18,9,0,0,0,0,0,0.01,0.19,0.2,0.01,0.2,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthony Gordon,ENG,MF,Everton,20,2001,35,25,2285,25.4,4,2,6,4,0,0,4,0,3.5,3.5,3.8,7.3,74,51,137,0.16,0.08,0.24,0.16,0.24,0.14,0.15,0.29,0.14,0.29,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kaide Gordon,ENG,FW,Liverpool,16,2004,1,0,9,0.1,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,1,0,3,0,0,0,0,0,4.5,0,4.5,4.5,4.5,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dan Gosling,ENG,MF,Watford,31,1990,4,2,166,1.8,1,0,1,1,0,0,0,0,0.2,0.2,0,0.3,2,4,5,0.54,0,0.54,0.54,0.54,0.12,0.02,0.14,0.12,0.14,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Demarai Gray,ENG,MF,Everton,25,1996,34,28,2338,26,5,4,9,5,0,0,3,0,4,4,3.6,7.6,93,59,169,0.19,0.15,0.35,0.19,0.35,0.15,0.14,0.29,0.15,0.29,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jack Grealish,ENG,FW,Manchester City,25,1995,26,22,1914,21.3,3,3,6,3,0,0,3,0,5.3,5.3,6,11.3,153,100,267,0.14,0.14,0.28,0.14,0.28,0.25,0.28,0.53,0.25,0.53,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
